Season,Player,Tm,Award,Player_id
,Magic Johnson,,NBA Champion,johnsma02
,Mal Graham,,NBA Champion,grahama01
,Mal Graham,,NBA Champion,grahama01
,Malcolm Miller,,NBA Champion,millema01
,Malik Rose,,NBA Champion,rosema01
,Malik Rose,,NBA Champion,rosema01
,Mamadi Diakite,,NBA Champion,diakima01
,Manu Ginóbili,,NBA Champion,ginobma01
,Manu Ginóbili,,NBA Champion,ginobma01
,Manu Ginóbili,,NBA Champion,ginobma01
,Manu Ginóbili,,NBA Champion,ginobma01
,Marc Gasol,,NBA Champion,gasolma01
,Marc Iavaroni,,NBA Champion,iavarma01
,Marco Belinelli,,NBA Champion,belinma01
,Mario Chalmers,,NBA Champion,chalmma01
,Mario Chalmers,,NBA Champion,chalmma01
,Mario Elie,,NBA Champion,eliema01
,Mario Elie,,NBA Champion,eliema01
,Mario Elie,,NBA Champion,eliema01
,Mark Aguirre,,NBA Champion,aguirma01
,Mark Aguirre,,NBA Champion,aguirma01
,Mark Landsberger,,NBA Champion,landsma01
,Mark Landsberger,,NBA Champion,landsma01
,Mark Madsen,,NBA Champion,madsema01
,Mark Madsen,,NBA Champion,madsema01
,Mark McNamara,,NBA Champion,mcnamma01
,Markieff Morris,,NBA Champion,morrima02
,Marreese Speights,,NBA Champion,speigma01
,Marty Byrnes,,NBA Champion,byrnema01
,Marv Winkler,,NBA Champion,winklma01
,Matt Barnes,,NBA Champion,barnema02
,Matt Bonner,,NBA Champion,bonnema01
,Matt Bonner,,NBA Champion,bonnema01
,Matt Bullard,,NBA Champion,bullama01
,Matt Guokas,,NBA Champion,guokama02
,Matt Steigenga,,NBA Champion,steigma01
,Matthew Dellavedova,,NBA Champion,dellama01
,Maurice Cheeks,,NBA Champion,cheekma01
,Maurice Lucas,,NBA Champion,lucasma01
,McCoy McLemore,,NBA Champion,mclemmc01
,Med Park,,NBA Champion,parkme01
,Mehmet Okur,,NBA Champion,okurme01
,Mel Counts,,NBA Champion,countme01
,Mel Counts,,NBA Champion,countme01
,Melvin Ely,,NBA Champion,elyme01
,Mengke Bateer,,NBA Champion,bateeme01
,Metta World Peace,,NBA Champion,artesro01
,Michael Cooper,,NBA Champion,coopemi01
,Michael Cooper,,NBA Champion,coopemi01
,Michael Cooper,,NBA Champion,coopemi01
,Michael Cooper,,NBA Champion,coopemi01
,Michael Cooper,,NBA Champion,coopemi01
,Michael Doleac,,NBA Champion,doleami01
,Michael Finley,,NBA Champion,finlemi01
,Michael Jordan,,NBA Champion,jordami01
,Michael Jordan,,NBA Champion,jordami01
,Michael Jordan,,NBA Champion,jordami01
,Michael Jordan,,NBA Champion,jordami01
,Michael Jordan,,NBA Champion,jordami01
,Michael Jordan,,NBA Champion,jordami01
,Michael Porter Jr.,,NBA Champion,portemi01
,Micheal Williams,,NBA Champion,willimi02
,Mike James,,NBA Champion,jamesmi01
,Mike McGee,,NBA Champion,mcgeemi01
,Mike McGee,,NBA Champion,mcgeemi01
,Mike Miller,,NBA Champion,millemi01
,Mike Miller,,NBA Champion,millemi01
,Mike Penberthy,,NBA Champion,penbemi01
,Mike Riordan,,NBA Champion,riordmi01
,Mike Smrek,,NBA Champion,smrekmi01
,Mike Smrek,,NBA Champion,smrekmi01
,Mike Wilks,,NBA Champion,wilksmi01
,Milt Wagner,,NBA Champion,wagnemi01
,Mitch Kupchak,,NBA Champion,kupchmi01
,Mitch Kupchak,,NBA Champion,kupchmi01
,Mitch Richmond,,NBA Champion,richmmi01
,Mo Williams,,NBA Champion,willima01
,Moses Malone,,NBA Champion,malonmo01
,Moses Moody,,NBA Champion,moodymo01
,Mychal Thompson,,NBA Champion,thompmy01
,Mychal Thompson,,NBA Champion,thompmy01
,Nate Bowman,,NBA Champion,bowmana01
,Nazr Mohammed,,NBA Champion,mohamna01
,Neemias Queta,,NBA Champion,quetane01
,Neil Johnston,,NBA Champion,johnsne01
,Nemanja Bjelica,,NBA Champion,bjeline01
,Nick Young,,NBA Champion,youngni01
,Nikola Jokić,,NBA Champion,jokicni01
,Norm Nixon,,NBA Champion,nixonno01
,Norm Nixon,,NBA Champion,nixonno01
,Norman Powell,,NBA Champion,powelno01
,Norris Cole,,NBA Champion,coleno01
,Norris Cole,,NBA Champion,coleno01
,OG Anunoby,,NBA Champion,anunoog01
,Ognjen Kuzmić,,NBA Champion,kuzmiog01
,Oscar Robertson,,NBA Champion,roberos01
,Oshae Brissett,,NBA Champion,brissos01
,Otis Thorpe,,NBA Champion,thorpot01
,Otto Porter Jr.,,NBA Champion,porteot01
,P.J. Brown,,NBA Champion,brownpj01
,P.J. Tucker,,NBA Champion,tuckepj01
,Pascal Siakam,,NBA Champion,siakapa01
,Pat Connaughton,,NBA Champion,connapa01
,Pat Riley,,NBA Champion,rileypa01
,Patrick McCaw,,NBA Champion,mccawpa01
,Patrick McCaw,,NBA Champion,mccawpa01
,Patrick McCaw,,NBA Champion,mccawpa01
,Patty Mills,,NBA Champion,millspa02
,Pau Gasol,,NBA Champion,gasolpa01
,Pau Gasol,,NBA Champion,gasolpa01
,Paul Arizin,,NBA Champion,arizipa01
,Paul Noel,,NBA Champion,noelpa01
,Paul Pierce,,NBA Champion,piercpa01
,Paul Seymour,,NBA Champion,seymopa01
,Paul Silas,,NBA Champion,silaspa01
,Paul Silas,,NBA Champion,silaspa01
,Paul Silas,,NBA Champion,silaspa01
,Paul Westphal,,NBA Champion,westppa01
,Payton Pritchard,,NBA Champion,pritcpa01
,Peja Stojaković,,NBA Champion,stojape01
,Pep Saul,,NBA Champion,saulpe01
,Pep Saul,,NBA Champion,saulpe01
,Pep Saul,,NBA Champion,saulpe01
,Pep Saul,,NBA Champion,saulpe01
,Pete Chilcutt,,NBA Champion,chilcpe01
,Peyton Watson,,NBA Champion,watsope01
,Phil Chenier,,NBA Champion,cheniph01
,Phil Hankinson,,NBA Champion,hankiph01
,Phil Jackson,,NBA Champion,jacksph01
,Phil Jackson,,NBA Champion,jacksph01
,Phil Smith,,NBA Champion,smithph01
,Phil Walker,,NBA Champion,walkeph01
,Quinn Buckner,,NBA Champion,bucknqu01
,Quinn Cook,,NBA Champion,cookqu01
,Quinn Cook,,NBA Champion,cookqu01
,Quinndary Weatherspoon,,NBA Champion,weathqu01
,Rajon Rondo,,NBA Champion,rondora01
,Rajon Rondo,,NBA Champion,rondora01
,Randy Brown,,NBA Champion,brownra02
,Randy Brown,,NBA Champion,brownra02
,Randy Brown,,NBA Champion,brownra02
,Rashard Lewis,,NBA Champion,lewisra02
,Rasheed Wallace,,NBA Champion,wallara01
,Rasho Nesterović,,NBA Champion,nestera01
,Ray Allen,,NBA Champion,allenra02
,Ray Allen,,NBA Champion,allenra02
,Red Holzman,,NBA Champion,holzmre01
,Red Kerr,,NBA Champion,kerrre01
,Red Rocha,,NBA Champion,rochare01
,Reggie Jackson,,NBA Champion,jacksre01
,Reggie Johnson,,NBA Champion,johnsre01
,Rich Johnson,,NBA Champion,johnsri01
,Richard Hamilton,,NBA Champion,hamilri01
,Richard Jefferson,,NBA Champion,jefferi01
,Richard Petruška,,NBA Champion,petruri01
,Rick Barry,,NBA Champion,barryri01
,Rick Carlisle,,NBA Champion,carliri01
,Rick Fox,,NBA Champion,foxri01
,Rick Fox,,NBA Champion,foxri01
,Rick Fox,,NBA Champion,foxri01
,Rick Mahorn,,NBA Champion,mahorri01
,Rick Robey,,NBA Champion,robeyri01
,Rick Weitzman,,NBA Champion,weitzri01
,Robert Horry,,NBA Champion,horryro01
,Robert Horry,,NBA Champion,horryro01
,Robert Horry,,NBA Champion,horryro01
,Robert Horry,,NBA Champion,horryro01
,Robert Horry,,NBA Champion,horryro01
,Robert Horry,,NBA Champion,horryro01
,Robert Horry,,NBA Champion,horryro01
,Robert Parish,,NBA Champion,parisro01
,Robert Parish,,NBA Champion,parisro01
,Robert Parish,,NBA Champion,parisro01
,Robert Parish,,NBA Champion,parisro01
,Robin Jones,,NBA Champion,jonesro01
,Rodney McCray,,NBA Champion,mccraro01
,Rodrigue Beaubois,,NBA Champion,beaubro01
,Ron Bonham,,NBA Champion,bonharo01
,Ron Bonham,,NBA Champion,bonharo01
,Ron Harper,,NBA Champion,harpero01
,Ron Harper,,NBA Champion,harpero01
,Ron Harper,,NBA Champion,harpero01
,Ron Harper,,NBA Champion,harpero01
,Ron Harper,,NBA Champion,harpero01
,Ronnie Lester,,NBA Champion,lestero01
,Ronny Turiaf,,NBA Champion,turiaro01
,Rusty LaRue,,NBA Champion,larueru01
,Sam Cassell,,NBA Champion,cassesa01
,Sam Cassell,,NBA Champion,cassesa01
,Sam Cassell,,NBA Champion,cassesa01
,Sam Hauser,,NBA Champion,hausesa01
,Sam Jones,,NBA Champion,jonessa01
,Sam Jones,,NBA Champion,jonessa01
,Sam Jones,,NBA Champion,jonessa01
,Sam Jones,,NBA Champion,jonessa01
,Sam Jones,,NBA Champion,jonessa01
,Sam Jones,,NBA Champion,jonessa01
,Sam Jones,,NBA Champion,jonessa01
,Sam Jones,,NBA Champion,jonessa01
,Sam Jones,,NBA Champion,jonessa01
,Sam Jones,,NBA Champion,jonessa01
,Sam Merrill,,NBA Champion,merrisa01
,Sam Vincent,,NBA Champion,vincesa01
,Samaki Walker,,NBA Champion,walkesa01
,Sasha Kaun,,NBA Champion,kaunsa01
,Sasha Vujačić,,NBA Champion,vujacsa01
,Sasha Vujačić,,NBA Champion,vujacsa01
,Scot Pollard,,NBA Champion,pollasc01
,Scott Brooks,,NBA Champion,brooksc01
,Scott Burrell,,NBA Champion,burresc01
,Scott Hastings,,NBA Champion,hastisc01
,Scott Wedman,,NBA Champion,wedmasc01
,Scott Wedman,,NBA Champion,wedmasc01
,Scott Williams,,NBA Champion,willisc01
,Scott Williams,,NBA Champion,willisc01
,Scott Williams,,NBA Champion,willisc01
,Scottie Pippen,,NBA Champion,pippesc01
,Scottie Pippen,,NBA Champion,pippesc01
,Scottie Pippen,,NBA Champion,pippesc01
,Scottie Pippen,,NBA Champion,pippesc01
,Scottie Pippen,,NBA Champion,pippesc01
,Scottie Pippen,,NBA Champion,pippesc01
,Sean Elliott,,NBA Champion,elliose01
,Sean Marks,,NBA Champion,marksse01
,Serge Ibaka,,NBA Champion,ibakase01
,Shandon Anderson,,NBA Champion,andersh01
,Shane Battier,,NBA Champion,battish01
,Shane Battier,,NBA Champion,battish01
,Shannon Brown,,NBA Champion,brownsh01
,Shannon Brown,,NBA Champion,brownsh01
,Shaquille O'Neal,,NBA Champion,onealsh01
,Shaquille O'Neal,,NBA Champion,onealsh01
,Shaquille O'Neal,,NBA Champion,onealsh01
,Shaquille O'Neal,,NBA Champion,onealsh01
,Shaun Livingston,,NBA Champion,livinsh01
,Shaun Livingston,,NBA Champion,livinsh01
,Shaun Livingston,,NBA Champion,livinsh01
,Shawn Marion,,NBA Champion,mariosh01
,Slater Martin,,NBA Champion,martisl01
,Slater Martin,,NBA Champion,martisl01
,Slater Martin,,NBA Champion,martisl01
,Slater Martin,,NBA Champion,martisl01
,Slater Martin,,NBA Champion,martisl01
,Speedy Claxton,,NBA Champion,claxtsp01
,Spencer Haywood,,NBA Champion,haywosp01
,Stacey King,,NBA Champion,kingst01
,Stacey King,,NBA Champion,kingst01
,Stacey King,,NBA Champion,kingst01
,Stanislav Medvedenko,,NBA Champion,medvest01
,Stanislav Medvedenko,,NBA Champion,medvest01
,Stephen Curry,,NBA Champion,curryst01
,Stephen Curry,,NBA Champion,curryst01
,Stephen Curry,,NBA Champion,curryst01
,Stephen Curry,,NBA Champion,curryst01
,Stephen Jackson,,NBA Champion,jacksst02
,Steve Bracey,,NBA Champion,bracest01
,Steve Downing,,NBA Champion,downist01
,Steve Kerr,,NBA Champion,kerrst01
,Steve Kerr,,NBA Champion,kerrst01
,Steve Kerr,,NBA Champion,kerrst01
,Steve Kerr,,NBA Champion,kerrst01
,Steve Kerr,,NBA Champion,kerrst01
,Steve Kuberski,,NBA Champion,kuberst01
,Steve Kuberski,,NBA Champion,kuberst01
,Steve Smith,,NBA Champion,smithst01
,Sun Yue,,NBA Champion,yuesu01
,Svi Mykhailiuk,,NBA Champion,mykhasv01
,Talen Horton-Tucker,,NBA Champion,hortota01
,Tayshaun Prince,,NBA Champion,princta01
,Terrel Harris,,NBA Champion,harrite01
,Terry Duerod,,NBA Champion,duerote01
,Thanasis Antetokounmpo,,NBA Champion,antetth01
,Thomas Bryant,,NBA Champion,bryanth01
,Tiago Splitter,,NBA Champion,splitti01
,Tim Breaux,,NBA Champion,breauti01
,Tim Duncan,,NBA Champion,duncati01
,Tim Duncan,,NBA Champion,duncati01
,Tim Duncan,,NBA Champion,duncati01
,Tim Duncan,,NBA Champion,duncati01
,Tim Duncan,,NBA Champion,duncati01
,Timofey Mozgov,,NBA Champion,mozgoti01
,Tiny Archibald,,NBA Champion,architi01
,Tom Boswell,,NBA Champion,bosweto01
,Tom Gola,,NBA Champion,golato01
,Tom Heinsohn,,NBA Champion,heinsto01
,Tom Heinsohn,,NBA Champion,heinsto01
,Tom Heinsohn,,NBA Champion,heinsto01
,Tom Heinsohn,,NBA Champion,heinsto01
,Tom Heinsohn,,NBA Champion,heinsto01
,Tom Heinsohn,,NBA Champion,heinsto01
,Tom Heinsohn,,NBA Champion,heinsto01
,Tom Heinsohn,,NBA Champion,heinsto01
,Tom Henderson,,NBA Champion,hendeto01
,Tom LaGarde,,NBA Champion,lagarto01
,Tom Sanders,,NBA Champion,sandeto01
,Tom Sanders,,NBA Champion,sandeto01
,Tom Sanders,,NBA Champion,sandeto01
,Tom Sanders,,NBA Champion,sandeto01
,Tom Sanders,,NBA Champion,sandeto01
,Tom Sanders,,NBA Champion,sandeto01
,Tom Sanders,,NBA Champion,sandeto01
,Tom Sanders,,NBA Champion,sandeto01
,Tom Thacker,,NBA Champion,thackto01
,Toni Kukoč,,NBA Champion,kukocto01
,Toni Kukoč,,NBA Champion,kukocto01
,Toni Kukoč,,NBA Champion,kukocto01
,Tony Allen,,NBA Champion,allento01
,Tony Campbell,,NBA Champion,campbto01
,Tony Jaros,,NBA Champion,jarosto01
,Tony Jaros,,NBA Champion,jarosto01
,Tony Massenburg,,NBA Champion,masseto01
,Tony Parker,,NBA Champion,parketo01
,Tony Parker,,NBA Champion,parketo01
,Tony Parker,,NBA Champion,parketo01
,Tony Parker,,NBA Champion,parketo01
,Travis Knight,,NBA Champion,knightr01
,Tremaine Fowlkes,,NBA Champion,fowlktr01
,Trent Tucker,,NBA Champion,tucketr01
,Trevor Ariza,,NBA Champion,arizatr01
,Tristan Thompson,,NBA Champion,thomptr01
,Tyronn Lue,,NBA Champion,luety01
,Tyronn Lue,,NBA Champion,luety01
,Tyson Chandler,,NBA Champion,chandty01
,Udonis Haslem,,NBA Champion,hasleud01
,Udonis Haslem,,NBA Champion,hasleud01
,Udonis Haslem,,NBA Champion,hasleud01
,Vern Mikkelsen,,NBA Champion,mikkeve01
,Vern Mikkelsen,,NBA Champion,mikkeve01
,Vern Mikkelsen,,NBA Champion,mikkeve01
,Vern Mikkelsen,,NBA Champion,mikkeve01
,Vernon Maxwell,,NBA Champion,maxweve01
,Vernon Maxwell,,NBA Champion,maxweve01
,Vinnie Johnson,,NBA Champion,johnsvi01
,Vinnie Johnson,,NBA Champion,johnsvi01
,Vlatko Čančar,,NBA Champion,cancavl01
,Wali Jones,,NBA Champion,joneswa02
,Wally Osterkorn,,NBA Champion,osterwa01
,Wally Walker,,NBA Champion,walkewa01
,Wally Walker,,NBA Champion,walkewa01
,Walt Davis,,NBA Champion,daviswa01
,Walt Davis,,NBA Champion,daviswa01
,Walt Frazier,,NBA Champion,fraziwa01
,Walt Frazier,,NBA Champion,fraziwa01
,Wayne Embry,,NBA Champion,embrywa01
,Wayne Simien,,NBA Champion,simiewa01
,Wes Matthews,,NBA Champion,matthwe01
,Wes Matthews,,NBA Champion,matthwe01
,Wes Unseld,,NBA Champion,unselwe01
,Whitey Skoog,,NBA Champion,skoogwh01
,Whitey Skoog,,NBA Champion,skoogwh01
,Whitey Skoog,,NBA Champion,skoogwh01
,Will Perdue,,NBA Champion,perduwi01
,Will Perdue,,NBA Champion,perduwi01
,Will Perdue,,NBA Champion,perduwi01
,Will Perdue,,NBA Champion,perduwi01
,William Bedford,,NBA Champion,bedfowi01
,Willie Naulls,,NBA Champion,naullwi01
,Willie Naulls,,NBA Champion,naullwi01
,Willie Naulls,,NBA Champion,naullwi01
,Willis Reed,,NBA Champion,reedwi01
,Willis Reed,,NBA Champion,reedwi01
,Wilt Chamberlain,,NBA Champion,chambwi01
,Wilt Chamberlain,,NBA Champion,chambwi01
,Win Wilfong,,NBA Champion,wilfowi01
,Woody Sauldsberry,,NBA Champion,sauldwo01
,Xavier Tillman Sr.,,NBA Champion,tillmxa01
,Zaza Pachulia,,NBA Champion,pachuza01
,Zaza Pachulia,,NBA Champion,pachuza01
,Zeke Nnaji,,NBA Champion,nnajize01
,Žan Tabak,,NBA Champion,tabakza01
